ApsimVersion = 7.7
Title = swcon_Mandamus321
           Date           rain             es    sw(6-10)(1)    sw(6-10)(2)    sw(6-10)(3)    sw(6-10)(4)    sw(6-10)(5)   dul(6-10)(1)   dul(6-10)(2)   dul(6-10)(3)   dul(6-10)(4)   dul(6-10)(5)   sat(6-10)(1)   sat(6-10)(2)   sat(6-10)(3)   sat(6-10)(4)   sat(6-10)(5)
   (dd/mm/yyyy)           (mm)           (mm)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)
     11/08/2009          0.000          0.000          0.088          0.089          0.090          0.090          0.092          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     12/08/2009          0.000          0.000          0.088          0.089          0.090          0.090          0.092          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     13/08/2009          0.000          0.000          0.088          0.088          0.090          0.090          0.092          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     14/08/2009          0.000          0.000          0.088          0.088          0.090          0.090          0.091          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     15/08/2009          0.000          0.000          0.088          0.088          0.090          0.090          0.091          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     16/08/2009          0.000          0.000          0.088          0.088          0.090          0.090          0.091          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     17/08/2009          0.000          0.000          0.088          0.088          0.090          0.090          0.091          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     18/08/2009          0.000          0.000          0.088          0.088          0.089          0.090          0.091          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     19/08/2009          0.000          0.000          0.088          0.088          0.089          0.090          0.091          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     20/08/2009          0.000          0.000          0.087          0.088          0.089          0.090          0.091          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     21/08/2009          0.000          0.000          0.087          0.088          0.089          0.089          0.091          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     22/08/2009          0.000          0.000          0.087          0.088          0.089          0.089          0.091          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     23/08/2009          0.000          0.000          0.087          0.088          0.089          0.089          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     24/08/2009          0.000          0.000          0.087          0.087          0.089          0.089          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     25/08/2009          0.000          0.000          0.087          0.087          0.089          0.089          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     26/08/2009          0.000          0.000          0.087          0.087          0.089          0.089          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     27/08/2009          0.000          0.000          0.087          0.087          0.089          0.089          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     28/08/2009          0.000          0.000          0.087          0.087          0.089          0.089          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     29/08/2009          0.000          0.000          0.087          0.087          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     30/08/2009          0.000          0.000          0.087          0.087          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     31/08/2009          0.000          0.000          0.087          0.087          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     01/09/2009          0.000          0.000          0.087          0.087          0.088          0.088          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     02/09/2009          0.000          0.000          0.086          0.087          0.088          0.088          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     03/09/2009          0.000          0.000          0.086          0.087          0.088          0.088          0.090          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     04/09/2009          0.000          0.000          0.086          0.087          0.088          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
