4	127	34	26.9	14.6	20	CON	0	0	CUN	13.8	20-Nov-09	13:27:57	0	    	21E 
4	128	38	26.3	14.1	20	CON	0	0	CUN	13.8	20-Nov-09	13:29:05	0	    	21E 
4	129	42	20.1	10.1	20	CON	0	0	CUN	13.8	20-Nov-09	13:30:14	0	    	21E 
4	130	44	16.8	8.6	20	CON	0	0	CUN	14.1	20-Nov-09	13:32:59	0	    	21E 
4	131	52	22	11.1	20	CON	0	0	CUN	13.8	20-Nov-09	13:34:28	0	    	21E 
4	132	54	28.1	15.7	20	CON	0	0	CUN	13.8	20-Nov-09	13:35:50	0	    	21E 
4	133	57	26.3	14.1	20	CON	0	0	CUN	14.1	20-Nov-09	13:37:27	0	    	21E 
4	134	64	17.5	8.9	20	CON	0	0	CUN	13.8	20-Nov-09	13:39:02	0	    	21E 
															
	32	0													
